#################################
SPE_OSOAA_GoyensRuddick2022
LUT for the Sunglint Pointing Enhancement (Goyens and Ruddick, 2022, Appl Opt)
version: 1.0
date: 20220922
author: Clémence Goyens (RBINS)
rho_u = pi*L(surface reflected)/Ed (dimensionless) at theta_v as in Goyens and Ruddick, 2022, Appl Opt, Eq. 4
vza1 and vza2 are viewing zenith angle from 20 to 80° as in Goyens and Ruddick, 2022, Appl Opt, Fig. 6
w stands for wind speed in m/s ranging from 1 to 14 m/s
D is the D factor as in Goyens and Ruddick, 2022, Appl Opt, Eq. 7
SZA is the solar zenith angle ranging from 20 to 70°
rh is relative humidity (%)
aot is aot at 900 nm
amod is aerosol model accordinf to Shettle and Fenn (1979)
Shettle & Fenn model
1 : Tropospheric
2 : Urban
3 : Maritime
4 : Coastal
#########################################
"vza1","rho_u1","ws","rho_u2","vza2","D","sza","rh","aot","amod"
20,0.0631152897849462,"10",0.0369245333333333,30,0.0261907564516129,1,90,0.1,2
20,0.0603652360215054,"11",0.037475,30,0.0228902360215054,1,90,0.1,2
20,0.0577606779569892,"12",0.0377003,30,0.0200603779569892,1,90,0.1,2
20,0.0553150580645161,"13",0.0376850333333333,30,0.0176300247311828,1,90,0.1,2
20,0.0530297284946237,"14",0.0374927333333333,30,0.0155369951612903,1,90,0.1,2
20,0.0254949177419355,"1",0.00340259333333333,30,0.0220923244086022,1,90,0.15,2
20,0.0529387612903226,"2",0.00636022,30,0.0465785412903226,1,90,0.15,2
20,0.0673401317204301,"3",0.0123106166666667,30,0.0550295150537635,1,90,0.15,2
20,0.0729099397849463,"4",0.0188058,30,0.0541041397849463,1,90,0.15,2
20,0.0739243962365592,"5",0.0244240666666667,30,0.0495003295698925,1,90,0.15,2
20,0.0727159338709678,"6",0.0287983,30,0.0439176338709678,1,90,0.15,2
20,0.0704685596774194,"7",0.0320094333333333,30,0.038459126344086,1,90,0.15,2
20,0.0677829989247312,"8",0.0342650333333333,30,0.0335179655913979,1,90,0.15,2
20,0.0649691161290323,"9",0.0357773,30,0.0291918161290323,1,90,0.15,2
20,0.0621823311827957,"10",0.0367253333333333,30,0.0254569978494624,1,90,0.15,2
20,0.0595014715053763,"11",0.0372506333333333,30,0.022250838172043,1,90,0.15,2
20,0.0569624892473118,"12",0.0374615333333333,30,0.0195009559139785,1,90,0.15,2
20,0.0545785483870968,"13",0.0374397333333333,30,0.0171388150537634,1,90,0.15,2
20,0.0523505306451613,"14",0.0372465666666667,30,0.0151039639784946,1,90,0.15,2
20,0.0261285193548387,"1",0.00431790333333333,30,0.0218106160215054,1,90,0.2,2
20,0.0526064048387097,"2",0.0071937,30,0.0454127048387097,1,90,0.2,2
20,0.0664810086021505,"3",0.0129541666666667,30,0.0535268419354839,1,90,0.2,2
20,0.0718252295698925,"4",0.0192352333333333,30,0.0525899962365592,1,90,0.2,2
20,0.0727708231182796,"5",0.0246651666666667,30,0.0481056564516129,1,90,0.2,2
20,0.071570709139785,"6",0.0288905,30,0.042680209139785,1,90,0.2,2
20,0.0693686994623656,"7",0.0319903666666667,30,0.0373783327956989,1,90,0.2,2
20,0.0667442295698925,"8",0.0341654333333333,30,0.0325787962365591,1,90,0.2,2
20,0.0639994715053763,"9",0.0356217666666667,30,0.0283777048387097,1,90,0.2,2
20,0.0612815096774194,"10",0.0365319333333333,30,0.024749576344086,1,90,0.2,2
20,0.0586674198924731,"11",0.0370331666666667,30,0.0216342532258065,1,90,0.2,2
20,0.0561918892473118,"12",0.0372302,30,0.0189616892473118,1,90,0.2,2
20,0.0538673193548387,"13",0.0372021,30,0.0166652193548387,1,90,0.2,2
20,0.0516946053763441,"14",0.0370083,30,0.0146863053763441,1,90,0.2,2
20,0.0292907865591398,"1",0.00912116333333333,30,0.0201696232258065,1,90,0.5,2
20,0.0507104403225807,"2",0.0115587333333333,30,0.0391517069892473,1,90,0.5,2
20,0.0618320419354839,"3",0.0163157666666667,30,0.0455162752688172,1,90,0.5,2
20,0.0660037876344086,"4",0.0214685,30,0.0445352876344086,1,90,0.5,2
20,0.0665972032258065,"5",0.0259069333333333,30,0.0406902698924731,1,90,0.5,2
20,0.065450009139785,"6",0.0293488,30,0.036101209139785,1,90,0.5,2
20,0.0634949548387097,"7",0.0318625,30,0.0316324548387097,1,90,0.5,2
20,0.0612002887096774,"8",0.0336133,30,0.0275869887096774,1,90,0.5,2
20,0.0588193096774194,"9",0.0347731,30,0.0240462096774194,1,90,0.5,2
20,0.0564741838709677,"10",0.0354849333333333,30,0.0209892505376344,1,90,0.5,2
20,0.0542164155913979,"11",0.0358587,30,0.0183577155913979,1,90,0.5,2
20,0.0520787096774194,"12",0.0359818666666667,30,0.0160968430107527,1,90,0.5,2
20,0.0500707994623656,"13",0.0359197666666667,30,0.0141510327956989,1,90,0.5,2
20,0.0481927849462366,"14",0.0357211,30,0.0124716849462366,1,90,0.5,2
20,0.024376326344086,"1",0.00160938,30,0.022766946344086,1,98,0.05,2
20,0.053718976344086,"2",0.00473506333333333,30,0.0489839130107527,1,98,0.05,2
20,0.0691524478494624,"3",0.01106487,30,0.0580875778494624,1,98,0.05,2
20,0.0751600489247312,"4",0.0179855333333333,30,0.0571745155913979,1,98,0.05,2
20,0.0763037419354839,"5",0.0239769666666667,30,0.0523267752688172,1,98,0.05,2
20,0.075071888172043,"6",0.0286455333333333,30,0.0464263548387097,1,98,0.05,2
20,0.0727286930107527,"7",0.0320762,30,0.0406524930107527,1,98,0.05,2
20,0.0699154451612903,"8",0.0344896,30,0.0354258451612903,1,98,0.05,2
20,0.0669609155913978,"9",0.0361113666666667,30,0.0308495489247312,1,98,0.05,2
20,0.0640330870967742,"10",0.0371324333333333,30,0.0269006537634409,1,98,0.05,2
20,0.0612154849462366,"11",0.0377033666666667,30,0.0235121182795699,1,98,0.05,2
20,0.0585467860215054,"12",0.0379395,30,0.0206072860215054,1,98,0.05,2
20,0.0560410059139785,"13",0.0379278333333333,30,0.0181131725806452,1,98,0.05,2
20,0.0536994860215054,"14",0.0377338333333333,30,0.0159656526881721,1,98,0.05,2
20,0.0253491295698925,"1",0.00276222333333333,30,0.0225869062365591,1,98,0.1,2
20,0.0534807741935484,"2",0.00579611333333333,30,0.0476846608602151,1,98,0.1,2
20,0.0682488172043011,"3",0.0118958633333333,30,0.0563529538709678,1,98,0.1,2
20,0.0739657817204301,"4",0.0185540333333333,30,0.0554117483870968,1,98,0.1,2
20,0.0750134682795699,"5",0.0243134,30,0.0507000682795699,1,98,0.1,2
20,0.0737831010752688,"6",0.0287977333333333,30,0.0449853677419355,1,98,0.1,2
20,0.0714872956989247,"7",0.0320900333333333,30,0.0393972623655914,1,98,0.1,2
20,0.0687425833333333,"8",0.0344029,30,0.0343396833333333,1,98,0.1,2
20,0.0658646612903226,"9",0.0359537666666667,30,0.0299108946236559,1,98,0.1,2
20,0.0630146956989247,"10",0.0369263333333333,30,0.0260883623655914,1,98,0.1,2
20,0.0602729709677419,"11",0.0374657,30,0.0228072709677419,1,98,0.1,2
20,0.0576762150537634,"12",0.0376827666666667,30,0.0199934483870968,1,98,0.1,2
20,0.0552379758064516,"13",0.0376614333333333,30,0.0175765424731183,1,98,0.1,2
20,0.0529593080645161,"14",0.0374646,30,0.0154947080645161,1,98,0.1,2
20,0.0262526946236559,"1",0.00386046333333333,30,0.0223922312903226,1,98,0.15,2
20,0.0532290268817204,"2",0.00680485333333333,30,0.0464241735483871,1,98,0.15,2
20,0.0673616177419355,"3",0.0126843666666667,30,0.0546772510752688,1,98,0.15,2
20,0.0728019978494624,"4",0.0190911666666667,30,0.0537108311827957,1,98,0.15,2
20,0.0737614623655914,"5",0.0246285333333333,30,0.0491329290322581,1,98,0.15,2
20,0.0725327715053763,"6",0.0289368,30,0.0435959715053763,1,98,0.15,2
20,0.0702833752688172,"7",0.0320969,30,0.0381864752688172,1,98,0.15,2
20,0.067605247311828,"8",0.0343138666666667,30,0.0332913806451613,1,98,0.15,2
20,0.0648015870967742,"9",0.0357971333333333,30,0.0290044537634409,1,98,0.15,2
20,0.0620271521505376,"10",0.0367236,30,0.0253035521505376,1,98,0.15,2
20,0.0593587806451613,"11",0.037233,30,0.0221257806451613,1,98,0.15,2
20,0.0568318462365591,"12",0.0374321333333333,30,0.0193997129032258,1,98,0.15,2
20,0.0544590209677419,"13",0.0374017666666667,30,0.0170572543010753,1,98,0.15,2
20,0.0522404946236559,"14",0.0372022666666667,30,0.0150382279569892,1,98,0.15,2
20,0.0270898134408602,"1",0.00490550666666667,30,0.0221843067741936,1,98,0.2,2
20,0.0529622698924731,"2",0.00776395,30,0.0451983198924731,1,98,0.2,2
20,0.0664913440860215,"3",0.0134316,30,0.0530597440860215,1,98,0.2,2
20,0.0716688838709678,"4",0.0195980333333333,30,0.0520708505376344,1,98,0.2,2
20,0.0725423838709677,"5",0.0249230666666667,30,0.0476193172043011,1,98,0.2,2
20,0.0713170779569892,"6",0.0290630666666667,30,0.0422540112903226,1,98,0.2,2
20,0.0691134182795699,"7",0.0320968,30,0.0370166182795699,1,98,0.2,2
20,0.0665003155913979,"8",0.0342222,30,0.0322781155913979,1,98,0.2,2
20,0.0637688795698925,"9",0.0356410333333333,30,0.0281278462365592,1,98,0.2,2
20,0.0610678376344086,"10",0.0365237666666667,30,0.0245440709677419,1,98,0.2,2
20,0.0584706951612903,"11",0.0370047333333333,30,0.021465961827957,1,98,0.2,2
20,0.0560113634408602,"12",0.0371870666666667,30,0.0188242967741936,1,98,0.2,2
20,0.0537019467741935,"13",0.0371483,30,0.0165536467741936,1,98,0.2,2
20,0.0515431510752688,"14",0.0369469666666667,30,0.0145961844086022,1,98,0.2,2
20,0.0310901075268817,"1",0.0103013433333333,30,0.0207887641935484,1,98,0.5,2
20,0.0512490413978495,"2",0.0126930333333333,30,0.0385560080645161,1,98,0.5,2
20,0.0616569204301075,"3",0.0172493,30,0.0444076204301075,1,98,0.5,2
20,0.0654872403225806,"4",0.0221579666666667,30,0.043329273655914,1,98,0.5,2
20,0.0659387784946237,"5",0.0263747666666667,30,0.039564011827957,1,98,0.5,2
20,0.064748661827957,"6",0.0296374333333333,30,0.0351112284946237,1,98,0.5,2
20,0.062802952688172,"7",0.0320143,30,0.030788652688172,1,98,0.5,2
20,0.0605430311827957,"8",0.0336638,30,0.0268792311827957,1,98,0.5,2
20,0.0582014795698925,"9",0.0347482666666667,30,0.0234532129032258,1,98,0.5,2
20,0.0558924338709677,"10",0.0354033,30,0.0204891338709677,1,98,0.5,2
20,0.0536779166666667,"11",0.035738,30,0.0179399166666667,1,98,0.5,2
20,0.0515821408602151,"12",0.0358342333333333,30,0.0157479075268817,1,98,0.5,2
20,0.0496151720430108,"13",0.0357545666666667,30,0.0138606053763441,1,98,0.5,2
20,0.0477731290322581,"14",0.0355441333333333,30,0.0122289956989247,1,98,0.5,2
20,0.270828193548387,"1",0.0192471,30,0.251581093548387,10,70,0.05,2
20,0.239184048387097,"2",0.0482517333333333,30,0.190932315053763,10,70,0.05,2
20,0.202833188172043,"3",0.065931,30,0.136902188172043,10,70,0.05,2
20,0.173864150537634,"4",0.0741674333333333,30,0.0996967172043011,10,70,0.05,2
20,0.151459779569892,"5",0.0770005666666667,30,0.0744592129032258,10,70,0.05,2
